index,Headline,Date,pred_score,Headline_x,Headline_y
7196,Will TRON (TRX) Fall to a New All-Time Low? [Premium Analysis],01-Jan-20,-0.5,,
7197,China to Complete GPS Alternative in 2020,31-Dec-19,0.0,,
7198,Recap of Cryptocurrency Regulation and Adoption in 2019 ,31-Dec-19,0.1,,
7199,Monero’s Previous Pattern Anticipates Beginning of New Market Cycle [Premium Analysis],31-Dec-19,0.1,,
7200,The 6 Biggest Cryptocurrency Fails of 2019,31-Dec-19,-0.8,,
7201,The BAT Price Has The Potential For a 300%+ Upward Move [Premium Analysis],31-Dec-19,0.9,,
7202,Most Important Cryptocurrency Industry Milestones of 2019,31-Dec-19,0.1,,
7203,"Today Is Bitcoin’s Last Before a Fatal Flaw, According to Self-Professed Creator",31-Dec-19,-0.7,,
7204,Bitcoin Analysis for 2019-12-31 [Premium Analysis],31-Dec-19,0.1,,
7205,$12.5 Million in XRP Moved From Bithumb Amid Tokenomics Concerns,31-Dec-19,-0.3,,
7206,Bullish Bitcoin Hashrate Continues Climbing as Halving Approaches,31-Dec-19,0.5,,
7207,Is Tezos Done Correcting After Its Massive Upward Move? [Premium Analysis],31-Dec-19,0.1,,
7208,Bitcoin (BTC) Tops All Other Commodities in Returns for 2019,30-Dec-19,0.9,,
7209,Bitcoin Cash’s Upward Move Could Continue Above ₿0.03 [Premium Analysis],30-Dec-19,0.7,,
7210,"Pressured by Apple, Coinbase to Remove iOS dApp Support",30-Dec-19,-0.6,,
7211,"Hackers Shift their Scope to Target Smart Home, Smart Car Systems",30-Dec-19,-0.2,,
7212,Will Ethereum’s Bullish Market Cycle Begin In 2020? [Premium Analysis],30-Dec-19,0.1,,
7213,4 Cryptocurrency Freebies to Grab Before 2019 Ends,30-Dec-19,0.3,,
7214,"Bitcoin is Laundered, Cash Isn’t — Claims Treasury Secretary Mnuchin",30-Dec-19,-0.8,,
7215,Bitcoin Analysis for 2019-12-30 [Premium Analysis],30-Dec-19,0.1,,
7216,"The Waves Price Could Reach 15,500 Satoshis [Premium Analysis]",30-Dec-19,0.7,,
7217,Scam Giveaways on YouTube Live Persist As Cryptocurrency Content Creators Are Censored,30-Dec-19,-0.8,,
7218,Biggest Feuds and Best Memes in Cryptocurrency 2019,30-Dec-19,-0.3,,
7219,"Bitcoin All Time High in 2020, Says Financial Analyst Bob Loukas",30-Dec-19,0.8,,
7220,Bitcoin-Linked Investment HEX Sees Dismal Trade Volume,29-Dec-19,-0.5,,
7221,Court Rules Against Turkey in Wikipedia Censorship Row ,29-Dec-19,0.1,,
7222,Bitcoin Faces Dangerous Year as Global Markets Feel Pinch,29-Dec-19,-0.6,,
7223,XRP Community Trolled by ‘A Christmas Story’ Joke,29-Dec-19,-0.1,,
7224,"Bitcoin Outperforms Every Asset this Decade, Will 2020s Tell the Same Story?",29-Dec-19,0.8,,
7225,Does Litecoin’s Decreasing Volume Indicate a Bottom Is Near? [Premium Analysis],29-Dec-19,-0.4,,
7226,XRP Decreased Significantly in 2019: Will It Perform Better in 2020? [Premium Analysis],29-Dec-19,-0.4,,
7227,33B TRX to Be Unlocked on New Year’s Day (Despite No Plans for Use),28-Dec-19,0.1,,
7228,How Long Will TOMO’s Upward Trend Continue? [Premium Analysis],28-Dec-19,0.5,,
7229,"Ethereum Classic Breaks Out, Could Reach 75,000 Satoshis [Premium Analysis]",28-Dec-19,0.7,,
7230,"Cardano May Revisit Its Range Lows, Says Analyst [Premium Analysis]",28-Dec-19,-0.4,,
7231,Worsening Lebanese Crisis May Spark Bitcoin Adoption,28-Dec-19,0.3,,
7232,ATOM Might Continue Climbing Towards $7 [Premium Analysis],28-Dec-19,0.5,,
7233,Another 20M Tether (USDT) Has Just Been Freshly Minted,27-Dec-19,0.1,,
7234,YouTube Quietly Ends Cryptocurrency Crackdown,27-Dec-19,0.2,,
7235,Ethereum Selloff Could Precede a Price Dump [Premium Analysis],27-Dec-19,-0.7,,
7236,BNB Is Down -55% Since Binance’s CEO Advised Not to Short It,27-Dec-19,-0.8,,
7237,Bitcoin Analysis for 2019-12-27 [Premium Analysis],27-Dec-19,0.1,,
7238,BitMEX’s BTC ‘Insurance Fund’ Grew 63% in 2019,27-Dec-19,0.1,,
7239,The Top-Five Performing Altcoins of 2019 [Premium Analysis],27-Dec-19,0.1,,
7240,The Dash Price Is in an Interesting Place [Premium Analysis],27-Dec-19,0.1,,
7241,Bitcoin Analysis for 2019-12-26 [Premium Analysis],26-Dec-19,0.1,,
7242,Ethereum Co-Founder Confirmed to Be Behind Mysterious $11M ETH Selloff on Kraken,26-Dec-19,-0.3,,
7243,Russia Managed to Disconnect the Entire Country from the Internet,26-Dec-19,-0.1,,
7244,Stellar’s Lack of Volume Is Concerning for Future Price Movement [Premium Analysis],26-Dec-19,-0.5,,
7245,Nano’s Price Correction Could Be Coming to an End [Premium Analysis],26-Dec-19,0.4,,
7246,Fake Litecoin Foundation Scam Defrauds 309 LTC from Users,26-Dec-19,-0.8,,
7247,Cryptocurrencies May Solve Central Bank Interest Rate Woes in 2020,26-Dec-19,0.3,,
7248,Mark Cuban Angers Bitcoin Industry with Anti-Cryptocurrency Propaganda,26-Dec-19,-0.9,,
7249,Is There Really a ‘Bitcoin Bounce’ on Christmas? [Premium Analysis],25-Dec-19,0.1,,
7250,Bitcoin Analysis for 2019-12-25 [Premium Analysis],25-Dec-19,0.1,,
7251,Bitcoin’s 2015 Fractal Predicts a Pre-Halvening Pump [Premium Analysis],25-Dec-19,0.5,,
7252,Remembering ‘Spdrman:’ The Hacker Who Knocked Liberia Offline,25-Dec-19,0.0,,
7253,Is Ethereum’s Long-Term Outlook Bullish? [Premium Analysis],25-Dec-19,0.5,,
7254,VeChain Increase: Relief Rally Or a New Upward Move?,25-Dec-19,0.1,,
7255,XMR Has Reached a Make-Or-Break Support Area [Premium Analysis],25-Dec-19,-0.3,,
7256,Have Hopes for an Altseason Faded Away? [Premium Analysis],25-Dec-19,-0.2,,
7257,"Blockchain, 5G, and Supercity Projects to Help China Revive Economic Growth",25-Dec-19,0.2,,
7258,Ripple’s Valuation Now $10B While XRP Continues to Decline,24-Dec-19,-0.4,,
7259,Bitcoin Analysis for 2019-12-24 [Premium Analysis],24-Dec-19,0.1,,
7260,A BAT Reversal Could Take Place Soon [Premium Analysis],24-Dec-19,0.1,,
7261,Apple Offers Ethical Hackers $1 Million in Expanded Bug Bounty Program,24-Dec-19,0.0,,
7262,Has Enjin Coin Finished Its Correction? [Premium Analysis],24-Dec-19,0.1,,
7263,Ethereum Classic Could Repeat Its 2017 Bullish Cycle [Premium Analysis],24-Dec-19,0.5,,
7264,YouTube Allegedly Flagging Popular Cryptocurrency Related Videos,24-Dec-19,-0.6,,
7265,Will the MATIC Price Make a Comeback? [Premium Analysis],23-Dec-19,0.1,,
7266,Gun and Vaping Promotions Now Banned on Facebook and Instagram,23-Dec-19,0.0,,
7267,Bitcoin Price Movement Splits Bullish and Bearish Analysts [Premium Analysis],23-Dec-19,0.0,,
7268,Bitcoin Christmas Promo Fund Scammer Duped Investors and Silently Exited,23-Dec-19,-0.8,,
7269,Bitcoin Analysis for 2019-12-23 [Premium Analysis],23-Dec-19,0.1,,
7270,"Facebook Loses Data for 267 Million Users, Calls Libra Security Into Question",23-Dec-19,-0.7,,
7271,Wawa Data Breach Provides Another Case for Cryptocurrencies,23-Dec-19,0.5,,
7272,"Stock Market May See Its Worst 12-Year Return in History, What Does It Mean for Bitcoin?",23-Dec-19,-0.3,,
7273,Post-Halving Bitcoin Supply and Demand Curve Could Drive Prices Up,22-Dec-19,0.5,,
7274,US Court Decision Protecting Data Targeted by the NSA,22-Dec-19,0.0,,
7275,Bitcoin Highlighted as Fed Continues Pumping Liquidity Into Economy,22-Dec-19,0.1,,
7276,Congress Asks IRS to Clarify Confusing Cryptocurrency Tax Regulations,22-Dec-19,-0.1,,
7277,Bitcoin Could Rescue Developing Countries Facing Massive Debt Burdens,22-Dec-19,0.5,,
7278,Bitcoin Highlights During a Recession-Free Decade,22-Dec-19,0.1,,
7279,LINK’s Double Top Suggests a Correction Awaits [Premium Analysis],22-Dec-19,-0.2,,
7280,Shortages of Hard Currency in Cuba Show the Value of Bitcoin,21-Dec-19,0.3,,
7281,2018 Bitcoin Fractal Suggests Another Price Decrease on the Horizon [Premium Analysis],21-Dec-19,-0.3,,
7282,Researchers Discover Whatsapp Bug that Deletes Group Chat Histories and Crashes Apps,21-Dec-19,-0.5,,
7283,"Ripple Dumps Its XRP Holdings Like the Plustoken Scam Does, Claims Analyst",21-Dec-19,-0.7,,
7284,Is the Bitcoin Dominance Rate Heading for New Highs? [Premium Analysis],21-Dec-19,0.1,,
7285,Binance Coin Could Soon Begin a New Market Cycle [Premium Analysis],21-Dec-19,0.5,,
7286,"HEX Stoops to Another Low, Desperately Tries to Pump Price",21-Dec-19,-0.6,,
7287,Argentina Posts Highest LocalBitcoins Volume Ever Amidst Capital Controls on Foreign Currencies,20-Dec-19,0.4,,
7288,"LifeLabs Suffers a Hack, Pays to Get Data Back",20-Dec-19,-0.7,,
7289,$30M of Fresh USDT Has Just Been Minted at Tether Treasury,20-Dec-19,0.1,,
7290,"Bitcoin Outclasses Other Cryptocurrencies as an Investment Option, Here’s Why",20-Dec-19,0.8,,
7291,Bitcoin Basher Claims Next Recession Will Be Even Worse,20-Dec-19,-0.5,,
7292,Has VeChain Reached Its 2019 High? [Premium Analysis],20-Dec-19,0.1,,
7293,"5G Can Transform IoT, Blockchain Can Further Boost Its Efforts",20-Dec-19,0.1,,
7294,Bexplus Is Hosting a Christmas Giveaway This Holiday Season,20-Dec-19,0.0,,
7295,New Cryptocurrency Margin Fees Widget Helps Traders Find The Right Exchange,20-Dec-19,0.1,,
7296,Bitcoin Analysis for 2019-12-20 [Premium Analysis],20-Dec-19,0.1,,
7297,Bitcoin Cash Falls to Penultimate Support Area: Will It Go Lower? [Premium Analysis],20-Dec-19,-0.3,,
7298,Stratis Is in the Process of Breaking Out: Is the Movement Legitimate? [Premium Analysis],20-Dec-19,0.1,,
7299,THETA Broke Out Above Significant Resistance [Premium Analysis],20-Dec-19,0.3,,
7300,"Bitcoin Futures Trading Posts Record Volumes Across the Board, Bakkt Breaks All-Time High",20-Dec-19,0.8,,
7301,Ethereum Fractal Suggests a New Market Cycle Will Begin Soon [Premium Analysis],20-Dec-19,0.5,,
7302,"TOMO Doubled in Value Over the Past Week, Analyst Claims It Isn’t Done Yet",19-Dec-19,0.7,,
7303,Every Major South Korean Conglomerate Is Now Involved in Blockchain,19-Dec-19,0.3,,
7304,Bakkt’s Cash Settled Bitcoin Futures on 7 Day Volume Pump,19-Dec-19,0.3,,
7305,"Hong Kong Police Freeze $10M Fund for Protesters, Bitcoin Becomes a More Attractive Option",19-Dec-19,0.4,,
7306,Binance Singapore Blocks Withdrawals to Privacy-Focused Bitcoin Wallet,19-Dec-19,-0.2,,
7307,"Ethereum Price Is at the Point of Maximum Profit, According to Analyst [Premium Analysis]",19-Dec-19,0.3,,
7308,Craig Wright Says Blockstream Hacked Him to Forge Documents,19-Dec-19,-0.6,,
7309,"Tezos May Have Completed Its Market Cycle, Notes Analyst [Premium Analysis]",19-Dec-19,0.1,,
7310,"PlusToken Ether Worth $100M+ Moves, Striking Dump Fears",19-Dec-19,-0.7,,
7311,Ethereum ICO Participant Has Been Selling off 300K ETH for the Past Few Months,19-Dec-19,-0.4,,
7312,Bitcoin Analysis for 2019-12-19 [Premium Analysis],19-Dec-19,0.1,,
7313,"Bitcoin Price Reclaims $37,000 – This Is How It Could Get to $40,000 Next",20-Nov-23,0.8,,
7314,NEAR Breaks $2 For the First Time in 7 Months: Is a New Yearly High Next?,20-Nov-23,0.7,,
7315,"Avalanche (AVAX) Gains 10%, But What Is Driving Momentum?",20-Nov-23,0.3,,
7316,How Will This Week’s Economic Calendar and Fed Meeting Impact Crypto Markets?,20-Nov-23,0.1,,
7317,"Ripple (XRP): Three Reasons to be Bullish, One to be Cautious",19-Nov-23,0.2,,
7318,Over 80 Million Shiba Inu (SHIB) Burned as Lead Developer Suggests AI Pivot,19-Nov-23,0.2,,
7319,"Taipei’s Kronos Research Confirms $26 Million Crypto Hack, Suspends Trading Operations",19-Nov-23,-0.8,,
7320,Worldcoin (WLD) Price Rallies 20% Amid Rumors of Sam Altman’s Return to OpenAI,19-Nov-23,0.4,,
7321,Bitcoin Adoption Reaches Yearly High Despite Increasing Transaction Fees,19-Nov-23,0.5,,
7322,Why Fidelity’s Ethereum ETF Bid May Spur ETH Bull Rally,18-Nov-23,0.7,,
7323,"Can BTC Price Stay Above $36,000 After SEC Delays Bitcoin ETFs?",18-Nov-23,-0.3,,
7324,"Yearn Finance (YFI) Price Drops 43%, Triggering $5 Million in Liquidations",18-Nov-23,-0.9,,
7325,Dogecoin Drops 7.5% as Elon Musk’s SpaceX Loses Starship Spacecraft,18-Nov-23,-0.5,,
7326,Coinbase Raises USDC Interest Rate to 6% Amidst Declining Supply,18-Nov-23,0.2,,
7327,Sam Altman Steps Down as OpenAI CEO,17-Nov-23,-0.1,,
7328,These Are the Struggles Crypto Entrepreneurs Face in Latin America,17-Nov-23,-0.3,,
7329,Parts of Los Angeles Now Featuring Verizon’s Extremely Fast 5G,19-Dec-19,0.1,,
7330,TRON’s Justin Sun Pledges $1 Million to Rescue the Planet,19-Dec-19,0.4,,
7331,What’s Behind the Increasing Number of Bitcoin Longs on Bitfinex?,19-Dec-19,0.1,,
7332,Ethereum’s Ability to Attract Capital Comes Into Question as Price Plummets,19-Dec-19,-0.6,,
7333,VISA Gives Notice of Vulnerability in Mag Stripe Credit Cards,18-Dec-19,-0.7,,
7334,2020 Bitcoin Halving has Unprecedented On-Ramps to Bolster Its Growth,18-Dec-19,0.5,,
7335,Bitcoin’s Price Drop Threatens Mining Hardware Break-Even Prices,18-Dec-19,-0.5,,
7336,"Facebook Can’t Even Look After Its Hard Drives, How Can It Launch Libra?",18-Dec-19,-0.6,,
7337,Bitcoin Shows Reversal Signs Amid Growing Bearish Sentiment,18-Dec-19,-0.4,,
7338,"After LINK Fails to Reach an All-Time High, a Corrective Period Awaits",18-Dec-19,-0.2,,
7339,"Two Years Ago, Bitcoin Was Over $19,000 — What Happened?",18-Dec-19,0.1,,
7340,Bitcoin Analysis for 2019-12-18 [Premium Analysis],18-Dec-19,0.1,,
7341,"Disney+, Jussie Smollet and Baby Yoda Top Google’s Search Trends in 2019",18-Dec-19,0.1,,
7342,"XRP Was Among the Best of 2017 Bull Run, Can It Do It Again?",18-Dec-19,0.3,,
7343,Another $10M USDC Minted as Bitcoin Drops Lower,18-Dec-19,-0.2,,
7344,Ethereum’s Downtrend Could Be Coming to an End,18-Dec-19,0.5,,
7345,December’s Significance for Bitcoin: All-Time Highs and Bearish Bottoms,18-Dec-19,0.1,,
7346,Is There Any Hope for XRP? [Premium Analysis],17-Dec-19,0.1,,
7347,"Forget Bitcoin Volatility, Let’s Talk About Amazon’s 99% Collapse",17-Dec-19,-0.5,,
7348,DoJ Busts Illegal Streaming Service With More Subscribers Than Netflix and Hulu,17-Dec-19,-0.3,,
7349,What’s in Store for the MATIC Price After Its Rapid Decrease?,17-Dec-19,-0.4,,
7350,Bitcoin’s Energy Value Suggests 2020 Price Pump Incoming,17-Dec-19,0.6,,
7351,"Bitcoin Will Reach a Bottom at $5500, Popular Analyst Claims",17-Dec-19,-0.2,,
7352,New European AML Regulations Look Set to Impact Cryptocurrency,17-Dec-19,-0.3,,
7353,Bexplus Offers a $100 Bonus to Traders on Their Platform,17-Dec-19,0.1,,
7354,BOLT Accused Of Being a Rebrand of a Failed Company and Faking Its Monthly Users,17-Dec-19,-0.7,,
7355,Bitcoin Analysis for 2019-12-17 [Premium],17-Dec-19,0.1,,
7356,Chrome Update for Android Wiped Out User App Data,17-Dec-19,-0.4,,
7357,"Stratis Finally Breaks Out, How Long Will the Rally Continue? [Premium Analysis]",17-Dec-19,0.5,,
7358,Is Bitcoin in the ‘Complacency’ Phase Before a Massive Decrease?,17-Dec-19,-0.2,,
7359,Is Theta Breaking out From Its Trading Range? [Premium Analysis],17-Dec-19,0.1,,
7360,$8M Worth of Stablecoin PAX Surprisingly Just Minted,16-Dec-19,0.3,,
7361,New Orleans Shuts Down City Network Due to Ransomware Attack,16-Dec-19,-0.6,,
7362,Founder of Bitmain Competitor Arrested by Chinese Authorities on Embezzlement Charges,16-Dec-19,-0.7,,
7363,12m USDT Transferred From Tether Treasury to Binance,16-Dec-19,0.1,,
7364,China and US Reach Important First Step in Ending Trade War,16-Dec-19,0.4,,
7365,"Bitcoin’s Best Time to ‘Buy in the Dip’ Is Coming, Predicts Tone Vays",16-Dec-19,0.3,,
7366,Tether Tires as USDT Volume Falls and Market Cap Stalls,16-Dec-19,-0.4,,
7367,2018 Bitcoin Fractal Suggests BTC Has Bottomed [Premium Analysis],16-Dec-19,0.4,,
7368,USD Coin Treasury Mints Another $1.5M USDC,16-Dec-19,0.1,,
7369,Bitcoin Analysis for 2019-12-16 [Premium],16-Dec-19,0.1,,
7370,"Indian State to Train 20,000 ‘Blockchain Experts’ by 2022",16-Dec-19,0.3,,
7371,Ethereum Foundation Sold $100 Million ETH at Peak Price,16-Dec-19,-0.3,,
7372,Simplecoin Mining Platform Shutting Down Due to New Regulations,16-Dec-19,-0.5,,
7373,"Bitcoin Dominance Close to Reaching a Top, According to Analyst",15-Dec-19,0.1,,
7374,Tezos at a Make-Or-Break Point in Its Bullish Market Cycle,15-Dec-19,0.1,,
7375,Rising U.S. National Debt Is a Ticking Time Bomb Only Bitcoin Can Fix,15-Dec-19,0.4,,
7376,"A Rally to $9,000 Doesn’t Change Current Bitcoin Bear Market, Says Analyst",15-Dec-19,-0.3,,
7377,Lengthening Bitcoin Cycles and the Monthly MACD [Premium Analysis],15-Dec-19,0.1,,
7378,Bitcoin Whales Have Consolidated Their Holdings Substantially,15-Dec-19,0.2,,
7379,"Economic Stagnation Can Drive Investors to Commodities, Bitcoin",14-Dec-19,0.3,,
7380,Facebook AI Framework Doubles Fake Accounts Detection in 2019,14-Dec-19,0.1,,
7381,Enjin Coin’s Breakout Was Possibly the Beginning of a New Market Cycle,14-Dec-19,0.4,,
7382,Poloniex Still Hasn’t Delisted Digibyte,14-Dec-19,-0.1,,
7383,"Stratis Will Increase Rapidly If It Moves Above 4500 Satoshis, Predicts Trader",14-Dec-19,0.5,,
7384,Ethereum Failed Breakout Attempt Outlined by Trader,14-Dec-19,-0.3,,
7385,Upbit Hackers Attempting to Launder Funds via EOS Tokens,14-Dec-19,-0.7,,
7386,"Chinese Citizens Not Comfortable With Facial Recognition, Scared of Data Leaks",14-Dec-19,-0.4,,
7387,India to Create Its Own Data Privacy Rules,13-Dec-19,0.1,,
7388,"Bitfinex’s LEO Drops to All-Time Low, Down 55% in Six Months",13-Dec-19,-0.6,,
7389,Hackers Target Counterfeit Sneaker Websites for Credit Card Info,13-Dec-19,-0.6,,
7390,Survey Shows Americans Are Not Thrilled With the Tesla Cybertruck,13-Dec-19,-0.3,,
7391,Hacking Software for Breaking Into Ring Cameras Retail for $8 Online,13-Dec-19,-0.7,,
7392,1.1b VET Has Been Stolen From the VeChain Foundation’s Buyback Address,13-Dec-19,-0.8,,
7393,Bitfinex Bitcoin Longs Are Now at Record-Breaking Levels,13-Dec-19,0.3,,
7394,Ethereum 2.0 Won’t Be Released for ‘Potentially Many Years’,13-Dec-19,-0.4,,
7395,Instacoin ATMs Add Support for Six Stablecoins Including Tether,13-Dec-19,0.2,,
7396,Bitcoin Analysis for 2019-12-13 [Premium],13-Dec-19,0.1,,
7397,Cryptocurrency Analyst Makes Case for Zcash Having Bottomed,13-Dec-19,0.4,,
7398,119 Addresses Control 64% of Tether’s Circulating Supply,13-Dec-19,-0.2,,
7399,"ATOM Target Of 67,000 Satoshis Given By Trader",13-Dec-19,0.1,,
7400,Facebook Slides Down in Glassdoor’s Best Places to Work,12-Dec-19,-0.2,,
7401,Cryptocurrency Could Be Next as US Lawmakers Pressure Encrypted Messenger Apps,12-Dec-19,-0.3,,
7402,Plundervolt Vulnerability Breaches Intel’s CPU to Steal Data,12-Dec-19,-0.5,,
7403,Bullish and Bearish Bitcoin Price Scenarios Outlined by Trader,12-Dec-19,0.1,,
7404,Justin Sun Celebrates 916M Tether (USDT) on TRON,12-Dec-19,0.2,,
7405,Justin Sun’s Weibo Account Has Officially Been Shut Down,12-Dec-19,-0.4,,
7406,5 Signs You Need to Switch Your Cryptocurrency Exchange,12-Dec-19,0.0,,
7407,Binance Coin Has Not Finished Correcting- Suggests Analyst,12-Dec-19,-0.2,,
7408,XRP’s Genesis Block Still Has No Record,12-Dec-19,-0.1,,
7409,Bitcoin Analysis for 2019-12-12 [Premium],12-Dec-19,0.1,,
7410,Bitcoin Derivatives Exchange BitMEX Enables SegWit Withdrawals,12-Dec-19,0.3,,
7411,"Deutsche Bank Stock Closes 95% Down From ATH, but Bitcoin’s the Fraud?",12-Dec-19,-0.3,,
7412,These Two Altcoins May Have Reached Their Peak,12-Dec-19,-0.2,,
7413,Bitcoin Analyst Outlines Bullish Fractal Predicting February 2020 Breakout,12-Dec-19,0.6,,
7414,Will Tezos Follow In Matic Network’s Footsteps?,12-Dec-19,0.0,,
7415,Google Chrome is Adding New Security Features,12-Dec-19,0.1,,
7416,Ethereum Loses Significant Support Area Amid Increasingly Bearish Sentiment,11-Dec-19,-0.7,,
7417,3 Well-Established Altcoins That May Have Found a Bottom,11-Dec-19,0.4,,
7418,$2.8M Worth of Fresh USDC Has Just Been Minted,11-Dec-19,0.2,,
7419,Twitter CEO Plans to Develop a Decentralized Social Media Standard,11-Dec-19,0.3,,
7420,Blockstream Spat with Journalists Attracts Negative Attention on Both Sides,11-Dec-19,-0.4,,
7421,Tether Whale Moves $85M on Ethereum for Just 3 Cents,11-Dec-19,0.1,,
7422,TRIBTC Launches BTC P2P Binary Options Beta,11-Dec-19,0.2,,
7423,BitClub Network Founders Charged in Cryptocurrency ‘Ponzi Scheme’,11-Dec-19,-0.8,,
7424,Twitter Removes Controversial @CryptoDeleted Handle,11-Dec-19,-0.2,,
7425,"US Firm Exposes 752,000 Birth Certificate Applications in Unprotected Cache",11-Dec-19,-0.6,,
7426,"Cryptopia Liquidators Make Progress, $7 Million Currently Held for Repayment",11-Dec-19,0.3,,
7427,Bitcoin Analysis for 2019-12-11 [Premium],11-Dec-19,0.1,,
7428,UK Fintech Startup Allows You to Check Your Taxes on Your Crypto for Free,11-Dec-19,0.3,,
7429,"Over $600 Million in Ethereum Locked in DeFi, Up More Than 200% from Last Year",11-Dec-19,0.5,,
7430,Bitcoin’s Bearish Price Structure Outlined By Trader [Premium Analysis],11-Dec-19,-0.3,,
7431,Bitcoin Viability Strengthened by New Cash Limits in Italy,11-Dec-19,0.4,,
7432,"Former Fed Chair and Tamer of ‘the Inflationary Dragon,’ Paul Volcker, Passes Away",11-Dec-19,0.0,,
7433,Altcoin and Total Crypto Market Cap Characteristics Outlined by Traders,11-Dec-19,0.1,,
7434,Dogecoin Support Area Could Be the Catalyst for a New Market Cycle,11-Dec-19,0.4,,
7435,Santander Bond on Ethereum Accrues Its First Quarterly Interest,10-Dec-19,0.3,,
7436,China’s Blockchain Revolution Helping Cut out US Tech Companies,10-Dec-19,0.2,,
7437,"IOTA Has Reached an Optimal Reversal Level, Analyst Argues",10-Dec-19,0.1,,
7438,Bitcoin Could Moon if Fed Initiates QE4 by Months End,10-Dec-19,0.6,,
7439,Russian Officials Are Selling the Country’s Surveillance Data on the Dark Web,10-Dec-19,-0.7,,
7440,"After the Crash: What’s Next for Matic Network, Ravencoin, and Tezos? [Premium]",10-Dec-19,-0.2,,
7441,Binance Should Cease Offering Margin Trading on Illiquid Altcoins [Opinion],10-Dec-19,-0.3,,
7442,"Chinese Inflation Jumps to 4.5%, Highlighting Bitcoin’s Scarcity",10-Dec-19,0.3,,
7443,Bitcoin Analysis for 2019-12-10 [Premium],10-Dec-19,0.1,,
7444,$200M USDT Was Just Moved from the Tether Treasury to Binance,10-Dec-19,0.1,,
7445,Bitcoin Looks Ideal in Greece After Government Mandates 30% Electronic Spending,10-Dec-19,0.4,,
7446,Binance IEO MATIC Suddenly Crashes 70 Percent in an Hour,10-Dec-19,-0.8,,
7447,LedgerX Announces Co-Founders to Be Placed on Administrative Leave,10-Dec-19,-0.5,,
7448,Ravencoin Increases by 50% in a Week: Insignificant Pump or New Market Cycle?,10-Dec-19,0.6,,
7449,Hyundai and BMW Suffer Security Breach: Main Suspect is Vietnamese APT32 Group,10-Dec-19,-0.6,,
7450,Reddit Accounts That Leaked Sensitive Documents Believed to Have Ties to Russia,10-Dec-19,-0.4,,
